carat,cut,color,clarity,table,x,y,z,price_new
0.27,Very Good,F,VS2,58,4.08,4.1,2.59,235
0.27,Very Good,E,VS1,59,4.16,4.21,2.59,235
0.27,Very Good,E,VS1,59,4.18,4.2,2.53,235
0.27,Very Good,E,VS1,56,4.12,4.15,2.6,235
0.27,Very Good,E,VS1,58,4.19,4.22,2.53,235
0.27,Very Good,D,VS1,58,4.17,4.24,2.52,235
0.27,Very Good,D,VS1,55,4.1,4.16,2.61,235
0.27,Very Good,D,VS1,59,4.15,4.2,2.52,235
0.27,Ideal,F,VS2,56,4.21,4.25,2.55,235
0.27,Ideal,D,VS2,57,4.19,4.21,2.53,235
0.3,Ideal,F,SI1,54,4.29,4.32,2.7,235
0.28,Good,E,VS1,55,4.14,4.16,2.67,235
0.22,Premium,F,SI1,60,3.9,3.85,2.39,235
0.27,Ideal,E,VS1,55,4.16,4.18,2.57,235
0.27,Ideal,E,VS1,56,4.14,4.17,2.56,235
0.31,Good,H,VS2,56,4.33,4.29,2.75,235
0.27,Premium,E,VS1,59,4.2,4.24,2.54,235
0.27,Ideal,E,VS1,57,4.12,4.16,2.55,235
0.27,Ideal,E,VS2,55,4.15,4.18,2.61,235
0.27,Very Good,D,VS2,57,4.11,4.15,2.56,235
0.27,Premium,E,VS1,58,4.17,4.22,2.58,235
0.31,Ideal,F,VS1,56,4.42,4.39,2.67,436
0.31,Ideal,E,VS2,57,4.36,4.34,2.65,436
0.31,Premium,E,VS2,59,4.39,4.36,2.65,436
0.31,Premium,F,VS1,60,4.39,4.35,2.7,436
0.31,Premium,E,VS2,58,4.39,4.37,2.67,436
0.31,Ideal,E,VS2,57,4.35,4.3,2.72,436
0.31,Ideal,E,VS2,56,4.41,4.38,2.68,436
0.31,Ideal,E,VS2,54,4.41,4.38,2.7,436
0.31,Ideal,E,VS2,54,4.4,4.39,2.67,436
0.31,Ideal,E,VS2,56,4.4,4.37,2.7,436
0.31,Ideal,E,VS2,55,4.4,4.37,2.71,436
0.31,Ideal,E,VS2,54,4.41,4.37,2.68,436
0.31,Ideal,E,VS2,55,4.41,4.37,2.7,436
0.31,Premium,E,VS2,58,4.42,4.37,2.65,436
0.31,Ideal,E,VS2,56,4.41,4.38,2.66,436
0.31,Ideal,E,VS2,55,4.39,4.36,2.71,436
0.31,Ideal,E,VS2,54,4.41,4.36,2.71,436
0.31,Premium,E,VS2,59,4.39,4.35,2.62,436
0.31,Ideal,E,VS2,55,4.39,4.35,2.7,436
0.31,Ideal,E,VS2,55,4.39,4.36,2.7,436
0.31,Ideal,E,VS2,55,4.39,4.34,2.7,436
0.31,Premium,E,VS2,58,4.37,4.35,2.65,436
0.31,Premium,E,VS2,59,4.37,4.35,2.66,436
0.31,Ideal,E,VS2,57,4.38,4.35,2.69,436
0.31,Ideal,E,VS2,55,4.38,4.34,2.7,436
0.31,Ideal,E,VS2,56,4.37,4.34,2.67,436
0.31,Ideal,E,VS2,56,4.37,4.34,2.68,436
0.31,Ideal,E,VS2,54,4.37,4.34,2.69,436
0.31,Ideal,E,VS2,56,4.37,4.34,2.7,436
0.31,Ideal,E,VS2,55,4.37,4.34,2.7,436
0.31,Ideal,E,VS2,56,4.38,4.34,2.66,436
0.31,Ideal,E,VS2,54,4.4,4.33,2.68,436
0.31,Premium,E,VS2,60,4.36,4.34,2.63,436
0.31,Ideal,E,VS2,56,4.36,4.34,2.69,436
0.31,Premium,E,VS2,59,4.39,4.33,2.66,436
0.31,Ideal,E,VS2,57,4.37,4.33,2.73,436
0.31,Ideal,E,VS2,57,4.35,4.32,2.7,436
0.31,Ideal,E,VS2,56,4.38,4.32,2.68,436
0.31,Premium,E,VS2,60,4.39,4.32,2.67,436
0.31,Ideal,E,VS2,55,4.35,4.33,2.68,436
0.31,Ideal,E,VS2,55,4.36,4.33,2.68,436
0.31,Ideal,E,VS2,55,4.35,4.33,2.69,436
0.31,Premium,E,VS2,59,4.35,4.32,2.67,436
0.31,Premium,E,VS2,59,4.35,4.32,2.67,436
0.31,Ideal,E,VS2,54,4.35,4.31,2.7,436
0.31,Ideal,E,VS2,56,4.35,4.31,2.67,436
0.31,Premium,E,VS2,58,4.34,4.31,2.67,436
0.31,Premium,E,VS2,58,4.33,4.31,2.71,436
0.31,Premium,E,VS2,59,4.37,4.3,2.68,436
0.31,Ideal,E,VS2,56,4.33,4.3,2.7,436
0.31,Ideal,E,VS2,56,4.33,4.29,2.71,436
0.31,Premium,E,VS2,58,4.33,4.29,2.7,436
0.41,Very Good,H,VVS2,54,4.75,4.77,2.97,436.5
0.41,Very Good,H,VVS2,56,4.77,4.81,2.97,436.5
0.39,Very Good,G,VVS1,57,4.74,4.78,2.87,436.5
0.41,Good,D,VS2,54,4.74,4.79,3.02,436.5
0.41,Good,D,VS2,55,4.7,4.73,3.01,436.5
0.3,Ideal,G,VVS1,56,4.35,4.28,2.68,436.5
0.42,Premium,E,SI1,60,4.86,4.81,2.96,436.5
0.38,Ideal,G,VVS2,57,4.7,4.73,2.86,436.5
0.36,Ideal,E,VVS2,56,4.53,4.58,2.83,436.5
0.33,Ideal,E,VS2,55,4.46,4.5,2.76,436.5
0.33,Ideal,E,VS2,55,4.46,4.49,2.77,436.5
0.4,Ideal,G,SI1,55,4.8,4.78,2.92,436.5
0.4,Ideal,G,SI1,57,4.74,4.78,2.94,436.5
0.4,Ideal,G,SI1,55,4.82,4.79,2.93,436.5
0.3,Ideal,F,IF,60,4.37,4.39,2.6,436.5
0.3,Ideal,F,IF,55,4.31,4.33,2.67,436.5
0.3,Ideal,F,IF,55,4.32,4.36,2.66,436.5
0.3,Ideal,F,IF,60,4.34,4.36,2.63,436.5
0.3,Ideal,F,IF,60,4.32,4.35,2.62,436.5
0.3,Ideal,F,IF,56,4.3,4.34,2.65,436.5
0.3,Ideal,F,IF,58,4.37,4.46,2.64,436.5
0.3,Ideal,F,IF,59,4.37,4.39,2.63,436.5
0.3,Ideal,F,IF,56,4.31,4.35,2.67,436.5
0.3,Ideal,F,IF,57,4.34,4.38,2.65,436.5
0.3,Ideal,F,IF,57,4.35,4.38,2.66,436.5
0.3,Ideal,F,IF,58,4.29,4.33,2.64,436.5
0.38,Good,F,VS2,61,4.84,4.87,2.73,436.5
0.32,Premium,F,VS1,60,4.37,4.33,2.7,437
0.46,Very Good,J,VS1,58,4.87,4.92,3.06,437
0.43,Ideal,I,VVS2,57,4.79,4.82,3.01,437
0.31,Ideal,F,IF,56,4.31,4.34,2.69,437
0.31,Ideal,F,IF,57,4.3,4.34,2.69,437
0.31,Premium,F,IF,59,4.36,4.39,2.66,437
0.31,Premium,F,IF,58,4.33,4.37,2.68,437
0.38,Ideal,I,VS1,56,4.67,4.71,2.88,437
0.37,Ideal,E,VS1,56,4.65,4.66,2.86,437
0.39,Ideal,H,SI1,55,4.68,4.71,2.9,437
0.38,Ideal,F,SI1,56,4.7,4.73,2.87,437
0.37,Ideal,D,SI1,57,4.63,4.6,2.84,437
0.37,Premium,I,VVS1,58,4.58,4.55,2.85,437
0.37,Premium,I,VVS1,59,4.66,4.62,2.86,437
0.37,Premium,D,SI1,62,4.64,4.61,2.82,437
0.37,Premium,D,SI1,56,4.64,4.61,2.88,437
0.37,Premium,D,SI1,59,4.65,4.62,2.87,437
0.37,Premium,D,SI1,59,4.68,4.62,2.81,437
0.37,Premium,D,SI1,58,4.62,4.58,2.86,437
0.37,Good,D,SI1,55,4.59,4.55,2.91,437
0.37,Premium,D,SI1,58,4.58,4.55,2.86,437
0.39,Very Good,G,VVS2,55,4.67,4.7,2.91,437.5
0.41,Ideal,I,VVS1,56,4.79,4.82,2.93,437.5
0.41,Ideal,I,VVS1,57,4.73,4.76,2.93,437.5
0.5,Ideal,J,VS2,57,5.09,5.12,3.15,437.5
0.36,Ideal,F,VS2,57,4.6,4.62,2.81,437.5
0.39,Ideal,E,VS2,57,4.73,4.75,2.88,437.5
0.41,Ideal,E,VS2,54,4.74,4.8,2.97,437.5
0.34,Ideal,E,VS1,55,4.52,4.56,2.77,437.5
0.34,Ideal,E,VS1,57,4.52,4.54,2.73,437.5
0.32,Fair,D,VVS1,61,4.38,4.44,2.75,437.5
0.32,Very Good,G,VVS1,59,4.41,4.45,2.71,438
0.37,Ideal,D,VS2,56,4.59,4.63,2.84,438
0.37,Premium,E,VS1,58,4.61,4.66,2.8,438
0.37,Ideal,D,VS2,56,4.65,4.7,2.85,438
0.37,Ideal,E,VS1,56,4.64,4.67,2.85,438
0.39,Ideal,E,VS1,56,4.78,4.79,2.88,438
0.39,Very Good,D,VS1,59,4.64,4.69,2.88,438
0.37,Ideal,D,VS2,56,4.6,4.64,2.83,438
0.37,Premium,D,VS2,59,4.59,4.63,2.81,438
0.32,Ideal,F,VS1,54,4.44,4.43,2.75,438
0.32,Ideal,F,VS1,55,4.41,4.4,2.73,438
0.37,Ideal,F,VVS2,60,4.65,4.67,2.82,438
0.37,Ideal,E,VVS2,56,4.64,4.67,2.86,438
0.41,Ideal,G,SI1,55,4.8,4.81,2.97,438
0.41,Good,H,SI1,56,4.74,4.69,3.01,438
0.41,Very Good,H,SI1,56,4.74,4.71,2.99,438
0.41,Premium,H,SI1,59,4.77,4.72,2.97,438
0.41,Ideal,H,SI1,56,4.77,4.72,2.98,438
0.41,Ideal,H,SI1,56,4.78,4.74,2.97,438
0.41,Ideal,H,SI1,57,4.78,4.76,2.92,438
0.41,Premium,H,SI1,59,4.8,4.78,2.97,438
0.41,Ideal,H,SI1,55,4.82,4.75,3.01,438
0.41,Ideal,H,SI1,55,4.79,4.77,2.99,438
0.41,Premium,H,SI1,61,4.83,4.77,2.88,438
0.41,Premium,H,SI1,60,4.83,4.79,2.93,438
0.41,Premium,H,SI1,58,4.85,4.81,2.92,438
0.41,Premium,H,SI1,60,4.75,4.71,2.92,438
0.41,Premium,H,SI1,58,4.73,4.72,2.97,438
0.41,Premium,H,SI1,60,4.78,4.73,2.92,438
0.41,Ideal,E,SI2,55,4.93,4.81,2.91,438
0.41,Premium,E,SI2,59,4.85,4.8,2.96,438
0.41,Ideal,E,SI2,57,4.85,4.81,2.93,438
0.41,Premium,E,SI2,59,4.82,4.78,2.88,438
0.41,Premium,E,SI2,57,4.83,4.79,2.95,438
0.41,Premium,E,SI2,58,4.77,4.74,2.99,438
0.41,Ideal,E,SI2,57,4.8,4.76,2.96,438
0.41,Premium,E,SI2,55,4.8,4.77,2.96,438
0.41,Ideal,E,SI2,57,4.73,4.7,2.96,438
0.41,Premium,E,SI2,58,4.75,4.72,2.98,438
0.41,Premium,E,SI2,58,4.77,4.73,2.95,438
0.41,Ideal,D,SI2,56,4.83,4.78,2.93,438
0.41,Ideal,D,SI2,55,4.8,4.76,2.99,438
0.41,Premium,D,SI2,59,4.8,4.77,2.93,438
0.41,Premium,D,SI2,58,4.77,4.74,2.96,438
0.41,Premium,D,SI2,58,4.78,4.74,2.95,438
0.41,Ideal,D,SI2,57,4.78,4.75,2.97,438
0.41,Premium,D,SI2,58,4.78,4.75,2.99,438
0.41,Premium,D,SI2,58,4.77,4.73,2.96,438
0.41,Ideal,D,SI2,55,4.75,4.72,2.97,438
0.41,Premium,D,SI2,58,4.73,4.71,2.92,438
0.41,Premium,D,SI2,60,4.77,4.71,2.96,438
0.4,Premium,H,VVS2,58,4.74,4.79,2.9,438.5
0.4,Ideal,H,VVS2,57,4.71,4.73,2.94,438.5
0.4,Ideal,G,VS1,57,4.72,4.74,2.95,438.5
0.4,Very Good,G,VS1,56,4.67,4.7,2.94,438.5
0.4,Premium,G,VS1,60,4.66,4.71,2.87,438.5
0.4,Ideal,H,VVS2,57,4.69,4.73,2.94,438.5
0.4,Ideal,H,VVS2,57,4.69,4.74,2.93,438.5
0.4,Ideal,G,VS1,55,4.75,4.78,2.92,438.5
0.4,Ideal,H,VVS2,55,4.79,4.82,2.92,438.5
0.4,Premium,G,VS1,59,4.76,4.8,2.88,438.5
0.4,Premium,G,VS1,58,4.78,4.81,2.91,438.5
0.4,Good,H,VVS2,55,4.7,4.73,2.98,438.5
0.4,Ideal,H,VVS2,56,4.7,4.75,2.94,438.5
0.4,Premium,H,VVS2,60,4.75,4.79,2.89,438.5
0.4,Ideal,G,VS1,56,4.72,4.74,2.94,438.5
0.5,Good,J,SI1,60,4.97,4.99,3.15,438.5
0.4,Good,F,VS1,59,4.64,4.68,2.94,438.5
0.42,Ideal,D,VS2,55,4.79,4.83,3,438.5
0.4,Ideal,G,VS1,57,4.77,4.78,2.9,438.5
0.36,Ideal,H,IF,54.1,4.57,4.6,2.86,438.5
0.31,Ideal,D,VS1,55,4.43,4.39,2.67,438.5
0.31,Ideal,D,VS1,57,4.35,4.32,2.69,438.5
0.31,Ideal,D,VS1,55,4.36,4.34,2.69,438.5
0.31,Ideal,D,VS1,54,4.36,4.35,2.7,438.5
0.31,Premium,D,VS1,58,4.41,4.38,2.62,438.5
0.31,Very Good,E,VVS1,59,4.32,4.38,2.71,439
0.31,Very Good,G,IF,56,4.41,4.44,2.69,439
0.31,Ideal,F,VVS1,57,4.42,4.4,2.7,439
0.31,Ideal,F,VVS1,56,4.4,4.37,2.66,439
0.3,Very Good,E,VVS2,59,4.28,4.27,2.7,439
0.39,Premium,G,SI1,58,4.72,4.67,2.93,439
0.44,Very Good,E,SI2,59,4.85,4.8,3.05,439
0.41,Ideal,I,VS1,55,4.82,4.78,2.97,439
0.41,Very Good,F,SI1,56,4.73,4.69,2.97,439
0.41,Very Good,E,SI1,57,4.73,4.71,2.98,439
0.36,Ideal,E,VS2,57,4.59,4.55,2.82,439
0.36,Premium,E,VS2,58,4.57,4.52,2.84,439
0.3,Premium,H,VVS1,58,4.36,4.32,2.68,439
0.3,Premium,H,VVS1,58,4.32,4.29,2.68,439
0.3,Premium,H,VVS1,59,4.32,4.29,2.7,439
0.3,Very Good,H,VVS1,55,4.34,4.29,2.73,439
0.3,Ideal,H,VVS1,55,4.34,4.3,2.68,439
0.3,Ideal,H,VVS1,55,4.34,4.32,2.68,439
0.3,Very Good,H,VVS1,57,4.31,4.27,2.72,439
0.3,Very Good,H,VVS1,55,4.3,4.28,2.72,439
0.3,Ideal,H,VVS1,53,4.31,4.28,2.68,439
0.3,Ideal,H,VVS1,54,4.3,4.27,2.7,439
0.3,Premium,H,VVS1,59,4.29,4.26,2.67,439
0.3,Premium,H,VVS1,58,4.29,4.26,2.66,439
0.3,Premium,H,VVS1,58,4.25,4.22,2.67,439
0.3,Very Good,H,VVS1,60,4.25,4.22,2.68,439
0.3,Very Good,H,VVS1,59,4.28,4.22,2.69,439
0.3,Ideal,H,VVS1,56,4.27,4.24,2.68,439
0.3,Premium,H,VVS1,61,4.29,4.26,2.62,439
0.3,Premium,H,VVS1,59,4.29,4.26,2.65,439
0.3,Premium,H,VVS1,60,4.26,4.21,2.65,439
0.3,Premium,G,VVS2,58,4.38,4.34,2.65,439
0.3,Premium,G,VVS2,58,4.36,4.35,2.64,439
0.3,Premium,G,VVS2,58,4.34,4.32,2.65,439
0.3,Ideal,G,VVS2,57,4.35,4.32,2.64,439
0.3,Ideal,G,VVS2,57,4.35,4.32,2.65,439
0.3,Ideal,G,VVS2,57,4.35,4.33,2.63,439
0.3,Premium,G,VVS2,59,4.35,4.31,2.65,439
0.3,Premium,G,VVS2,60,4.32,4.3,2.63,439
0.3,Ideal,G,VVS2,55,4.32,4.3,2.65,439
0.3,Ideal,G,VVS2,55,4.32,4.3,2.71,439
0.3,Ideal,G,VVS2,56,4.34,4.31,2.66,439
0.3,Very Good,G,VVS2,56,4.34,4.29,2.74,439
0.3,Ideal,G,VVS2,57,4.32,4.28,2.71,439
0.3,Premium,G,VVS2,58,4.34,4.28,2.64,439
0.3,Ideal,G,VVS2,57,4.32,4.29,2.67,439
0.3,Premium,G,VVS2,57,4.33,4.29,2.64,439
0.3,Ideal,G,VVS2,57,4.33,4.29,2.65,439
0.3,Premium,G,VVS2,59,4.31,4.28,2.67,439
0.3,Good,G,VVS2,56,4.29,4.27,2.73,439
0.3,Ideal,G,VVS2,57,4.32,4.26,2.69,439
0.3,Premium,G,VVS2,58,4.29,4.27,2.68,439
0.3,Good,G,VVS2,57,4.3,4.26,2.72,439
0.3,Ideal,G,VVS2,57,4.29,4.26,2.68,439
0.3,Premium,G,VVS2,58,4.29,4.26,2.65,439
0.3,Premium,G,VVS2,59,4.29,4.25,2.66,439
0.3,Premium,G,VVS2,60,4.33,4.25,2.66,439
0.3,Premium,G,VVS2,59,4.28,4.25,2.64,439
0.3,Premium,G,VVS2,58,4.28,4.25,2.67,439
0.3,Premium,G,VVS2,60,4.28,4.25,2.68,439
0.3,Premium,G,VVS2,56,4.31,4.24,2.68,439
0.3,Very Good,G,VVS2,54,4.26,4.25,2.7,439
0.3,Premium,G,VVS2,60,4.27,4.24,2.62,439
0.3,Very Good,G,VVS2,57,4.27,4.24,2.69,439
0.3,Premium,G,VVS2,55,4.28,4.24,2.68,439
0.3,Very Good,G,VVS2,57,4.28,4.23,2.69,439
0.3,Good,G,VVS2,57,4.26,4.24,2.71,439
0.3,Premium,G,VVS2,59,4.26,4.22,2.62,439
0.3,Premium,G,VVS2,59,4.27,4.23,2.64,439
0.3,Very Good,G,VVS2,57,4.27,4.23,2.69,439
0.3,Very Good,G,VVS2,56,4.23,4.2,2.66,439
0.3,Ideal,G,VVS1,57,4.34,4.31,2.67,439
0.3,Good,G,VVS1,57,4.27,4.23,2.72,439
0.39,Premium,G,SI1,58,4.73,4.7,2.87,439
0.3,Ideal,G,VVS2,55,4.33,4.29,2.68,439
0.4,Very Good,E,VS2,60,4.67,4.69,2.9,439.5
0.34,Premium,G,IF,58,4.47,4.52,2.72,439.5
0.31,Premium,E,VS1,60,4.33,4.29,2.7,439.5
0.38,Ideal,G,VVS2,57,4.64,4.66,2.89,439.5
0.38,Ideal,G,VVS2,56,4.72,4.76,2.84,439.5
0.32,Ideal,E,VVS1,55,4.38,4.41,2.71,439.5
0.38,Ideal,F,VS1,57,4.72,4.75,2.84,439.5
0.31,Ideal,D,VS2,57,4.5,4.45,2.66,439.5
0.35,Premium,F,VS2,59,4.57,4.54,2.75,439.5
0.35,Premium,F,VS2,57,4.58,4.55,2.78,439.5
0.31,Ideal,D,VS2,56,4.45,4.4,2.63,439.5
0.31,Ideal,D,VS2,56,4.39,4.35,2.7,439.5
0.3,Very Good,D,VVS2,61,4.39,4.34,2.6,440
0.43,Ideal,G,VS1,57,4.83,4.88,2.97,440
0.33,Ideal,F,VVS1,55,4.44,4.48,2.76,440
0.33,Ideal,F,VVS1,54,4.44,4.47,2.79,440
0.33,Ideal,F,VVS1,54,4.43,4.46,2.78,440
0.33,Ideal,F,VVS1,54,4.44,4.47,2.78,440
0.33,Ideal,F,VVS1,55,4.44,4.47,2.76,440
0.33,Ideal,F,VVS1,57,4.51,4.53,2.74,440
0.33,Ideal,F,VVS1,53,4.48,4.51,2.78,440
0.33,Ideal,F,VVS1,55,4.42,4.46,2.74,440
0.33,Ideal,F,VVS1,54,4.42,4.46,2.75,440
0.34,Premium,F,VS2,60,4.6,4.56,2.71,440
0.34,Premium,F,VS2,59,4.53,4.49,2.76,440
0.34,Premium,H,VVS2,59,4.47,4.43,2.79,440
0.34,Premium,H,VVS2,58,4.5,4.46,2.75,440
0.34,Ideal,H,VVS2,54,4.49,4.47,2.77,440
0.34,Ideal,H,VVS2,55,4.49,4.48,2.79,440
0.34,Very Good,G,VS1,57,4.45,4.4,2.79,440
0.34,Premium,G,VS1,61,4.53,4.48,2.72,440
0.34,Ideal,F,VS2,57,4.5,4.48,2.74,440
0.34,Ideal,F,VS2,55,4.51,4.48,2.81,440
0.34,Ideal,F,VS2,55,4.48,4.46,2.81,440
0.34,Premium,F,VS2,60,4.5,4.46,2.72,440
0.34,Ideal,F,VS2,55,4.51,4.47,2.79,440
0.34,Ideal,F,VS2,56,4.51,4.47,2.79,440
0.34,Premium,F,VS2,59,4.52,4.47,2.75,440
0.34,Ideal,F,VS2,57,4.53,4.47,2.77,440
0.23,Very Good,F,VS1,58,3.91,3.95,2.44,186.5
0.23,Very Good,D,VS1,61,4.04,4.06,2.39,186.5
0.3,Ideal,J,VS1,53,4.28,4.32,2.69,186.5
0.24,Good,F,VS1,64,3.96,4,2.42,186.5
0.26,Good,F,VS1,56,4.06,4.1,2.55,186.5
0.24,Good,F,VS1,61,4.09,4.14,2.4,186.5
0.23,Good,E,VS1,59,3.84,3.87,2.48,186.5
0.28,Good,E,SI1,60,4.12,4.15,2.59,186.5
0.32,Good,J,SI1,56,4.31,4.36,2.74,187
0.32,Good,I,SI2,56,4.34,4.37,2.76,187
0.32,Very Good,J,SI1,58,4.36,4.4,2.7,187
0.32,Very Good,J,SI1,58,4.32,4.35,2.73,187
0.32,Good,I,SI2,58,4.34,4.41,2.76,187
0.23,Ideal,G,SI1,56,3.97,4,2.44,187.5
0.28,Good,J,VVS2,60,4.27,4.33,2.51,187.5
0.28,Very Good,H,VS2,57,4.21,4.23,2.59,188
0.23,Good,F,VS1,58,3.86,3.89,2.45,188
0.26,Ideal,G,SI1,55,4.08,4.11,2.53,188.5
0.27,Good,E,VS1,63,4.24,4.28,2.45,188.5
0.31,Good,I,SI1,55,4.27,4.29,2.75,188.5
0.23,Very Good,H,VVS2,55,3.93,3.95,2.44,189
0.24,Very Good,E,VS1,57,4.08,4.1,2.46,189
0.23,Very Good,E,VS1,65,3.95,3.97,2.36,189
0.23,Very Good,E,VS1,62,3.93,3.99,2.39,189
0.24,Good,E,VS2,59,3.96,4.01,2.51,189
0.3,Good,H,SI2,57,4.24,4.27,2.72,189
0.3,Good,H,SI2,55,4.26,4.29,2.7,189
0.3,Premium,H,SI2,60,4.27,4.29,2.65,189
0.28,Very Good,I,VS2,57,4.16,4.19,2.58,189.5
0.31,Ideal,I,SI2,56,4.39,4.43,2.69,189.5
0.24,Very Good,E,VVS2,59,3.95,4,2.47,235.5
0.29,Very Good,G,VS2,55,4.25,4.28,2.64,235.5
0.29,Very Good,G,VS2,56,4.27,4.3,2.64,235.5
0.29,Very Good,G,VS2,55,4.24,4.27,2.63,235.5
0.29,Very Good,G,VS2,56,4.21,4.24,2.64,235.5
0.3,Very Good,F,SI1,61,4.31,4.34,2.61,235.5
0.32,Ideal,H,SI1,56.6,4.4,4.43,2.7,235.5
0.24,Good,F,VVS2,61,3.91,3.93,2.51,235.5
0.31,Very Good,G,VS2,62,4.4,4.41,2.59,235.5
0.32,Premium,H,VS2,58,4.33,4.35,2.72,235.5
0.36,Very Good,E,SI2,58,4.54,4.56,2.84,235.5
0.32,Ideal,I,VS1,57,4.37,4.42,2.73,235.5
0.32,Ideal,I,VS1,56,4.37,4.4,2.73,235.5
0.31,Premium,E,SI1,58,4.32,4.35,2.72,235.5
0.31,Premium,G,VS2,59,4.36,4.4,2.68,235.5
0.23,Very Good,F,VVS2,59,3.97,3.99,2.42,236
0.23,Very Good,F,VVS2,56,3.93,3.96,2.49,236
0.23,Very Good,D,VVS2,62,4.04,4.06,2.37,236
0.23,Very Good,E,VVS1,58,3.94,3.98,2.45,236
0.23,Very Good,E,VVS1,60,3.95,3.97,2.43,236
0.23,Very Good,E,VVS1,58,3.94,3.96,2.42,236
0.23,Very Good,E,VVS1,58,3.96,4,2.49,236
0.23,Very Good,E,VVS1,59,3.89,3.91,2.41,236
0.23,Very Good,D,VVS1,55,4.01,4.02,2.43,236
0.23,Good,E,VVS2,55,3.85,3.9,2.5,236
0.23,Good,F,VVS1,66,3.93,3.96,2.38,236
0.23,Good,E,VVS1,57,3.87,3.9,2.5,236
0.25,Ideal,H,VS2,55,4.11,4.09,2.5,236
0.35,Ideal,I,SI1,54,4.51,4.56,2.78,236
0.35,Good,I,SI1,56,4.5,4.53,2.87,236
0.34,Ideal,F,VS2,56,4.47,4.45,2.77,440
0.34,Ideal,F,VS2,54,4.48,4.46,2.8,440
0.34,Premium,F,VS2,58,4.46,4.44,2.8,440
0.34,Premium,F,VS2,57,4.48,4.44,2.78,440
0.34,Premium,F,VS2,59,4.48,4.44,2.79,440
0.46,Premium,I,SI2,62,4.95,4.9,2.97,440
0.34,Premium,F,VS2,58,4.49,4.46,2.8,440
0.34,Ideal,H,VVS2,55,4.48,4.44,2.81,440
0.34,Ideal,E,VS1,57,4.49,4.44,2.77,440.5
0.34,Ideal,D,VS2,55,4.54,4.48,2.78,440.5
0.34,Premium,D,VS2,59,4.59,4.55,2.71,440.5
0.4,Very Good,D,VS2,59,4.7,4.75,2.91,440.5
0.35,Ideal,E,VVS2,56,4.54,4.6,2.8,440.5
0.46,Ideal,F,SI2,56,4.97,5,3.06,440.5
0.4,Very Good,H,VVS2,57,4.83,4.85,2.89,441
0.31,Premium,D,VVS1,58,4.3,4.31,2.7,441
0.38,Ideal,D,VS1,57,4.69,4.7,2.91,441
0.35,Ideal,D,VVS2,56,4.55,4.57,2.81,441
0.31,Ideal,F,VVS1,53.5,4.36,4.39,2.71,441
0.38,Ideal,G,VS1,55,4.64,4.68,2.89,441
0.43,Premium,E,SI2,60,4.85,4.83,2.99,441
0.42,Premium,G,SI1,62,4.85,4.82,2.93,441
0.42,Very Good,G,SI1,56,4.79,4.75,3.01,441
0.42,Ideal,G,SI1,55,4.81,4.77,3.02,441
0.42,Premium,G,SI1,61,4.82,4.79,2.96,441
0.42,Premium,G,SI1,58,4.79,4.75,2.99,441
0.4,Very Good,I,VS1,55,4.71,4.67,2.98,441
0.4,Very Good,F,SI1,58,4.72,4.69,2.98,441
0.4,Premium,F,SI1,58,4.72,4.69,2.96,441
0.4,Good,F,SI1,56,4.68,4.63,2.96,441
0.4,Ideal,F,SI1,57,4.69,4.65,2.9,441
0.4,Very Good,F,SI1,58,4.69,4.66,2.95,441
0.4,Premium,E,SI1,58,4.81,4.77,2.94,441
0.4,Premium,E,SI1,62,4.76,4.72,2.88,441
0.4,Good,E,SI1,56,4.74,4.7,3.01,441
0.4,Premium,E,SI1,59,4.74,4.71,2.88,441
0.4,Premium,E,SI1,60,4.72,4.68,2.9,441
0.4,Very Good,E,SI1,56,4.74,4.68,2.98,441
0.4,Premium,E,SI1,59,4.72,4.69,2.96,441
0.4,Very Good,E,SI1,56,4.74,4.69,2.98,441
0.4,Very Good,E,SI1,57,4.72,4.7,2.99,441
0.4,Premium,E,SI1,61,4.71,4.67,2.91,441
0.4,Very Good,E,SI1,55,4.71,4.67,2.98,441
0.4,Good,E,SI1,55,4.72,4.67,3,441
0.4,Good,E,SI1,56,4.69,4.66,3,441
0.4,Very Good,E,SI1,58,4.7,4.66,2.96,441
0.4,Premium,E,SI1,62,4.69,4.66,2.91,441
0.4,Good,E,SI1,56,4.69,4.66,2.98,441
0.4,Good,E,SI1,57,4.69,4.66,2.98,441
0.4,Good,E,SI1,58,4.67,4.63,2.97,441
0.4,Very Good,E,SI1,58,4.67,4.65,2.96,441
0.4,Ideal,E,SI1,57,4.68,4.65,2.94,441
0.4,Very Good,E,SI1,56,4.69,4.65,2.95,441
0.4,Good,E,SI1,57,4.69,4.65,2.97,441
0.3,Premium,F,VVS2,59,4.42,4.38,2.62,441
0.42,Ideal,E,SI2,55,4.79,4.78,3,441
0.4,Premium,F,SI1,60,4.77,4.7,2.91,441
0.39,Very Good,E,VS1,56,4.8,4.85,2.88,441.5
0.38,Very Good,F,VS1,57,4.71,4.64,2.93,441.5
0.44,Ideal,D,SI1,57,4.86,4.89,3.04,441.5
0.4,Ideal,G,VVS2,53,4.73,4.81,2.93,441.5
0.32,Ideal,E,VVS2,55,4.41,4.46,2.71,441.5
0.32,Ideal,G,IF,54,4.39,4.4,2.74,441.5
0.4,Good,F,VS1,62,4.65,4.68,2.94,441.5
0.42,Premium,F,VS2,58,4.76,4.8,2.96,442
0.42,Ideal,I,VVS1,57,4.85,4.88,2.93,442
